ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,ProsperRating (Alpha),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,AmountDelinquent,StatedMonthlyIncome,LoanCurrentDaysDelinquent,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MonthlyLoanPayment,LP_InterestandFees,Investors
2007-12-10 09:39:03.747000000,36,Completed,07-01-2009 0.00,0.24753,0.24,0.23,,,2,MI,Computer Programmer,Full-time,0,6166.666667,0,4000,13-12-2007 0.00,Q4 2007,156.93,902.94,26
2011-02-28 16:43:23.663000000,36,Current,,0.35643,0.3199,0.3099,E,5,6,NJ,Tradesman - Electrician,Employed,350,1000,0,7500,12-05-2011 0.00,Q2 2011,326.62,4233.7,58
2007-06-19 16:55:21.600000000,36,Completed,08-03-2010 0.00,0.30271,0.29,0.27,,,0,CA,Other,Full-time,0,3333.333333,0,4600,22-06-2007 0.00,Q2 2007,192.77,2230.08,25
2014-01-25 05:49:54.720000000,36,Current,,0.16324,0.1274,0.1174,B,4,7,CA,Computer Programmer,Employed,0,7000,0,9000,28-01-2014 0.00,Q1 2014,302.12,94.2386,1
2006-09-15 23:48:21.227000000,36,Completed,07-08-2009 0.00,0.20896,0.1905,0.1855,,,0,,Professional,Not available,,2333.333333,0,1000,20-09-2006 0.00,Q3 2006,36.68,319.48,37
2012-11-10 13:25:53.850000000,60,Current,,0.27462,0.2489,0.2389,D,6,1,TX,Other,Employed,0,7333.333333,0,7500,20-11-2012 0.00,Q4 2012,219.65,2182.46,43
2014-02-18 12:59:08.680000000,60,Current,,0.15868,0.1355,0.1255,B,11,1,MA,Other,Full-time,0,6833.333333,0,20000,20-02-2014 0.00,Q1 2014,460.71,0,1
2014-02-07 10:24:00.187000000,60,Current,,0.15449,0.1314,0.1214,B,9,1,WI,Truck Driver,Employed,0,6250,0,20000,11-02-2014 0.00,Q1 2014,456.5,0,259
2012-08-30 10:31:05.053000000,60,Current,,0.15936,0.1364,0.1264,A,9,15,NC,Scientist,Employed,0,4166.666667,0,3000,05-09-2012 0.00,Q3 2012,69.25,522.8,7
2012-08-27 11:47:10.073000000,36,Completed,24-04-2013 0.00,0.35797,0.3177,0.3077,HR,1,18,CA,Engineer - Mechanical,Employed,0,6666.666667,0,4000,30-08-2012 0.00,Q3 2012,173.71,775.21,45
2012-01-12 16:11:48.840000000,36,Current,,0.29394,0.2552,0.2452,D,5,3,MD,Skilled Labor,Employed,0,5000,0,7000,25-01-2012 0.00,Q1 2012,280.25,2739.8,97
2013-05-17 16:17:05.550000000,36,Current,,0.18725,0.1509,0.1409,B,4,1,MI,Other,Other,0,6000,0,20000,17-06-2013 0.00,Q2 2013,694.19,1856.4215,1
2011-08-29 15:24:20.927000000,36,Completed,30-01-2014 0.00,0.16056,0.139,0.129,A,9,1,TX,Teacher,Employed,0,3750,0,4500,07-09-2011 0.00,Q3 2011,153.58,981.67,78
2012-04-05 08:11:01.317000000,36,Chargedoff,12-08-2013 0.00,0.22456,0.1874,0.1774,C,4,15,NC,Accountant/CPA,Employed,0,6000,332,7000,12-04-2012 0.00,Q2 2012,255.67,1069.89,123
2013-05-10 13:28:04.900000000,36,Current,,0.21945,0.1824,0.1724,C,4,1,DE,Retail Management,Employed,0,4208.333333,0,5000,21-05-2013 0.00,Q2 2013,181.36,629.64,80
2011-09-28 14:55:44.100000000,36,Current,,0.30532,0.2699,0.2599,D,7,1,CA,Accountant/CPA,Employed,0,2375,0,5000,11-10-2011 0.00,Q4 2011,204.1,2201.38,13
2011-11-12 01:40:42.297000000,36,Completed,18-11-2013 0.00,0.2951,0.2599,0.2499,D,6,7,FL,Dentist,Employed,0,10000,0,10000,30-11-2011 0.00,Q4 2011,402.85,3789.98,21
2014-02-03 09:04:54.890000000,60,Current,,0.28848,0.2624,0.2524,E,3,1,IL,Engineer - Electrical,Employed,928,9250,0,10000,05-02-2014 0.00,Q1 2014,300.83,0,1
2011-07-06 11:18:23.093000000,36,Current,,0.30532,0.2699,0.2599,D,6,7,IL,Other,Employed,0,4166.666667,0,4000,12-07-2011 0.00,Q3 2011,163.28,1835.33,46
2014-02-05 18:04:06.233000000,36,Current,,0.16732,0.1314,0.1214,B,7,2,IL,Skilled Labor,Employed,0,5000,0,15000,19-02-2014 0.00,Q1 2014,506.42,0,1
2014-02-15 06:56:02.090000000,60,Current,,0.15868,0.1355,0.1255,B,6,1,NY,Sales - Commission,Self-employed,0,25000,0,15000,19-02-2014 0.00,Q1 2014,345.53,0,1
2012-08-03 12:51:43.310000000,36,Completed,08-11-2013 0.00,0.32333,0.2839,0.2739,E,8,1,NJ,Professional,Employed,0,5000,0,4000,08-08-2012 0.00,Q3 2012,166.3,1223.92,44
2007-05-15 18:18:29.483000000,36,Completed,08-06-2010 0.00,0.24753,0.24,0.23,,,0,MI,Clerical,Full-time,0,1916.666667,0,17000,25-05-2007 0.00,Q2 2007,666.96,7034.31,171
2013-10-15 06:44:45.757000000,60,Current,,0.14249,0.1199,0.1099,A,10,1,TX,Retail Management,Employed,0,8750,0,20000,23-10-2013 0.00,Q4 2013,444.79,786.6401,1
2013-10-22 11:37:52.510000000,36,Current,,0.2354,0.198,0.188,C,3,1,SC,Other,Employed,0,2935.833333,0,8000,29-10-2013 0.00,Q4 2013,296.49,508.8003,1
2012-02-22 10:28:10.830000000,36,Current,,0.17359,0.1449,0.1349,B,8,19,FL,Administrative Assistant,Employed,0,3000,0,2000,27-02-2012 0.00,Q1 2012,68.83,416.63,38
2012-03-09 06:22:27.633000000,36,Chargedoff,12-12-2012 0.00,0.26681,0.2287,0.2187,D,5,1,KY,Other,Full-time,0,2000,575,5025,12-03-2012 0.00,Q1 2012,194.18,372.84,102
2006-08-09 19:45:27.647000000,36,Completed,18-08-2009 0.00,0.19128,0.184,0.169,,,0,,Retail Management,Not available,,2416.666667,0,7500,18-08-2006 0.00,Q3 2006,268.94,2193.07,163
2014-01-10 06:31:30.607000000,36,Current,,0.25279,0.215,0.205,D,3,1,GA,Teacher,Employed,0,5231.666667,0,10000,14-01-2014 0.00,Q1 2014,379.32,182.6,20
2011-05-11 05:54:36.187000000,36,Current,,0.25424,0.2199,0.2099,D,4,7,CT,Computer Programmer,Employed,8040,7208.333333,0,4200,18-05-2011 0.00,Q2 2011,160.38,1564.11,26
2013-05-02 05:10:40.327000000,36,Current,,0.32538,0.2859,0.2759,E,2,7,MD,Civil Service,Self-employed,0,6666.666667,0,4000,30-05-2013 0.00,Q2 2013,166.73,794.68,61
2010-05-30 13:52:08.033000000,36,Chargedoff,15-10-2013 0.00,0.28574,0.2625,0.2525,D,7,1,TX,Sales - Retail,Full-time,0,4183.333333,269,2500,14-06-2010 0.00,Q2 2010,101.06,1395.51,68
2011-02-10 11:31:37.840000000,36,Chargedoff,16-08-2011 0.00,0.30532,0.2699,0.2599,D,6,1,CA,Architect,Self-employed,0,2500,1059,4000,16-02-2011 0.00,Q1 2011,163.28,82.82,84
2012-06-25 14:56:30.260000000,36,Current,,0.26681,0.2287,0.2187,D,7,11,TX,Professional,Employed,0,5000,0,2000,29-06-2012 0.00,Q2 2012,77.28,481.6,8
2010-09-14 16:56:45.507000000,36,Completed,03-04-2012 0.00,0.38486,0.3435,0.3335,E,5,6,KS,Other,Employed,0,2916.666667,0,1500,21-09-2010 0.00,Q3 2010,67.3,664.89,40
2012-09-20 07:01:03.233000000,36,Current,,0.35797,0.3177,0.3077,HR,3,1,OH,Other,Employed,0,1700,0,4000,25-09-2012 0.00,Q3 2012,173.71,1521.66,34
2013-12-10 08:27:57.030000000,36,Current,,0.15223,0.1239,0.1139,A,4,1,NJ,Professional,Self-employed,50,40000,0,15000,12-12-2013 0.00,Q4 2013,501.01,306.9882,1
2007-03-24 07:49:58.530000000,36,Chargedoff,29-11-2009 0.00,0.20735,0.2,0.19,,,0,CO,Landscaping,Full-time,0,2166.666667,1686,5500,28-03-2007 0.00,Q1 2007,204.4,1741.02,42
2011-09-15 15:09:23.060000000,36,Completed,08-05-2013 0.00,0.16056,0.139,0.129,A,9,7,NY,Analyst,Employed,0,5250,0,15000,27-09-2011 0.00,Q3 2011,511.94,2594.79,230
2006-06-22 04:42:40.490000000,36,Completed,03-07-2009 0.00,0.12724,0.1175,0.1125,,,0,SC,,,,3750,0,1800,03-07-2006 0.00,Q3 2006,0,372.41,27
2014-02-26 18:45:35.140000000,60,Current,,0.21345,0.189,0.179,C,6,1,AR,Nurse (RN),Employed,233,6250,0,13000,05-03-2014 0.00,Q1 2014,336.51,0,1
2014-01-17 07:48:15.697000000,36,Current,,0.23438,0.197,0.187,C,4,1,GA,Administrative Assistant,Employed,0,2426.666667,0,4000,22-01-2014 0.00,Q1 2014,148.04,64.7711,1
2013-09-25 08:03:11.860000000,36,Current,,0.19144,0.155,0.145,B,3,1,KY,Professional,Self-employed,0,13333.33333,0,15000,18-11-2013 0.00,Q4 2013,523.66,572.93,169
2007-11-28 09:40:07.810000000,36,Completed,24-06-2010 0.00,0.13202,0.125,0.115,,,0,CA,Executive,Full-time,0,10000,0,25000,10-12-2007 0.00,Q4 2007,836.34,4961.28,623
2014-01-07 15:33:33.700000000,36,Current,,0.12081,0.093,0.083,A,7,1,MS,Landscaping,Self-employed,0,3333.333333,0,3000,28-01-2014 0.00,Q1 2014,95.82,23.7,1
13-08-2012 6.10,36,Current,,0.35797,0.3177,0.3077,HR,5,1,IL,Administrative Assistant,Employed,0,4166.666667,0,4000,28-08-2012 0.00,Q3 2012,173.71,1592.72,34
2013-05-20 17:08:10.063000000,60,Current,,0.17522,0.1519,0.1419,B,7,18,MI,Professional,Employed,0,4583.333333,0,15000,22-05-2013 0.00,Q2 2013,358.35,1644.49,1
2014-02-07 13:48:09.210000000,36,Current,,0.09434,0.0809,0.0709,AA,8,1,CA,Clerical,Employed,0,3333.333333,0,10000,19-02-2014 0.00,Q1 2014,313.78,0,137
2010-11-06 04:45:12.620000000,36,Completed,05-09-2012 0.00,0.31053,0.275,0.265,D,8,1,AL,Executive,Employed,69,8750,0,7500,18-11-2010 0.00,Q4 2010,308.2,2898.14,205
2008-08-20 14:16:52.930000000,36,Defaulted,03-02-2010 0.00,0.14942,0.128,0.118,,,3,CO,Construction,Full-time,0,3500,514,7300,02-09-2008 0.00,Q3 2008,245.26,811.77,280
2014-02-05 15:04:19.187000000,36,Current,,0.13189,0.1039,0.0939,A,10,2,IL,Professional,Employed,0,7333.333333,0,10000,13-02-2014 0.00,Q1 2014,324.51,0,1
2012-06-13 14:28:36.033000000,36,Current,,0.12427,0.0964,0.0864,A,9,1,IL,Analyst,Employed,0,8750,0,16500,21-06-2012 0.00,Q2 2012,529.62,1999.65,271
2013-01-25 15:56:59.647000000,36,Current,,0.25013,0.2124,0.2024,C,4,15,OH,Executive,Employed,0,10083.33333,0,7500,01-02-2013 0.00,Q1 2013,283.49,1492.67,151
2008-07-25 07:50:24.223000000,36,Chargedoff,05-12-2009 0.00,0.13411,0.12,0.11,,,5,WI,Laborer,Full-time,0,1655.833333,1679,3600,04-08-2008 0.00,Q3 2008,119.57,347.76,113
2006-05-30 13:49:06.213000000,36,Completed,01-05-2008 0.00,0.13453,0.1275,0.1175,,,0,MA,,,,5416.666667,0,6500,08-06-2006 0.00,Q2 2006,218.23,1148.4,128
2007-06-26 12:33:14.053000000,36,Completed,05-02-2009 0.00,0.30465,0.29,0.27,,,0,,Sales - Retail,Full-time,0,1200,0,4000,05-07-2007 0.00,Q3 2007,167.62,977.89,60
2014-02-06 15:25:07.490000000,60,Current,,0.16993,0.1465,0.1365,B,9,1,CA,Professional,Employed,0,7083.333333,0,11000,13-02-2014 0.00,Q1 2014,259.67,0,1
2012-09-26 10:20:02.113000000,36,Chargedoff,25-11-2013 0.00,0.35797,0.3177,0.3077,HR,5,1,OH,Nurse (LPN),Employed,0,5475,227,4000,26-10-2012 0.00,Q4 2012,173.71,799.3,37
2013-12-30 19:38:07.363000000,60,Current,,0.19221,0.1685,0.1585,C,3,1,AL,Waiter/Waitress,Employed,0,1666.666667,0,4000,03-01-2014 0.00,Q1 2014,99.09,106.5534,1
2008-07-02 10:32:23.160000000,36,Chargedoff,10-12-2010 0.00,0.15377,0.1395,0.1295,,,2,NY,Executive,Self-employed,95,3333.333333,1308,4000,10-07-2008 0.00,Q3 2008,136.61,811.69,92
2012-04-08 22:24:50.183000000,36,Current,,0.33973,0.2999,0.2899,E,1,18,NJ,Other,Self-employed,10970,1500,0,2500,18-04-2012 0.00,Q2 2012,106.12,1095.06,12
2006-04-26 22:23:10.147000000,36,Cancelled,31-05-2006 0.00,0.2565,0.2375,0.2325,,,0,,,,,0,0,1000,01-05-2006 0.00,Q2 2006,39.1,0,6
2013-09-28 09:16:36.513000000,36,Current,,0.2129,0.176,0.166,C,7,1,CA,Flight Attendant,Employed,0,5416.666667,0,8000,02-10-2013 0.00,Q4 2013,287.62,557.91,12
2013-02-22 12:37:48.757000000,36,Current,,0.21025,0.1734,0.1634,C,2,2,CT,Executive,Employed,0,27500,0,12000,26-02-2013 0.00,Q1 2013,429.87,1820.34,26
2012-03-19 00:16:29.950000000,36,Completed,19-10-2012 0.00,0.35797,0.3177,0.3077,HR,3,7,NJ,Other,Not employed,0,0,0,2000,27-03-2012 0.00,Q1 2012,86.85,373.69,47
2006-11-22 06:07:39.093000000,36,Defaulted,30-04-2007 0.00,0.17904,0.17,0.165,,,0,FL,Professional,Not available,,3283.333333,152,2000,30-11-2006 0.00,Q4 2006,71.31,0,9
2012-10-08 09:24:16.113000000,36,Current,,0.21025,0.1734,0.1634,C,4,2,KS,Retail Management,Self-employed,0,2916.666667,0,2000,10-10-2012 0.00,Q4 2012,71.64,383.89,18
2007-07-26 16:39:51.513000000,36,Completed,07-08-2010 0.00,0.127,0.12,0.1,,,0,IL,Tradesman - Carpenter,Full-time,0,5488.166667,0,10000,07-08-2007 0.00,Q3 2007,332.14,1792.67,361
2007-05-05 19:41:47.850000000,36,Completed,25-01-2010 0.00,0.30168,0.29,0.28,,,0,CA,Other,Full-time,0,2500,0,5000,15-05-2007 0.00,Q2 2007,209.53,2514.57,40
2013-08-08 10:38:23.200000000,36,Current,,0.09837,0.0849,0.0749,AA,10,13,NY,Waiter/Waitress,Employed,0,4500,0,7000,13-08-2013 0.00,Q3 2013,220.94,281.07,125
2008-09-06 20:47:10.867000000,36,Chargedoff,18-04-2009 0.00,0.37352,0.349,0.339,,,1,AR,Administrative Assistant,Full-time,0,3750,1909,2000,17-09-2008 0.00,Q3 2008,90.36,131.65,31
2011-02-26 10:39:17.310000000,36,Chargedoff,07-10-2012 0.00,0.2951,0.2599,0.2499,D,6,1,TN,Other,Employed,0,2414.5,641,2000,07-03-2011 0.00,Q1 2011,80.57,528.42,44
2013-05-30 15:44:39.787000000,60,Current,,0.20081,0.1769,0.1669,B,6,2,CT,Tradesman - Electrician,Employed,0,6250,0,10000,17-06-2013 0.00,Q2 2013,252.25,1137.8034,1
2009-11-24 12:43:17.370000000,36,Chargedoff,04-10-2011 0.00,0.09844,0.095,0.085,AA,9,1,MD,Medical Technician,Full-time,0,3000,1010,5000,04-12-2009 0.00,Q4 2009,160.16,536.86,205
2008-02-26 08:53:15.823000000,36,Completed,06-03-2011 0.00,0.08991,0.0868,0.0868,,,4,TX,Other,Full-time,630,5200,0,5500,06-03-2008 0.00,Q1 2008,172.31,768.64,50
2008-06-23 05:38:33.120000000,36,Completed,22-07-2011 0.00,0.1215,0.1075,0.0975,,,6,GA,Retail Management,Full-time,0,4217.666667,0,2000,07-07-2008 0.00,Q3 2008,17.04,351.84,75
2013-11-28 16:28:36.873000000,36,Current,,0.14714,0.1189,0.1089,A,7,1,WA,Truck Driver,Employed,0,4583.333333,0,15000,12-12-2013 0.00,Q4 2013,497.43,299.46,265
2007-03-26 08:03:01.707000000,36,Completed,15-10-2008 0.00,0.13353,0.1265,0.1165,,,0,,Analyst,Full-time,0,2990,0,8500,11-04-2007 0.00,Q2 2007,284.97,1178.22,405
2013-09-26 18:50:29.053000000,36,Current,,0.1709,0.1349,0.1249,B,5,1,MO,,Other,0,2000,0,4000,01-10-2013 0.00,Q4 2013,135.72,206.3516,1
2012-06-16 19:38:22.650000000,36,Current,,0.28851,0.2499,0.2399,D,6,1,CA,Skilled Labor,Employed,0,3550,0,3500,20-06-2012 0.00,Q2 2012,139.14,1163.72,26
2014-03-08 08:43:43.427000000,36,Current,,0.16678,0.1305,0.1205,B,4,1,MN,Sales - Commission,Self-employed,0,8500,0,15000,11-03-2014 0.00,Q1 2014,505.77,0,1
2012-02-02 08:42:24.493000000,60,Current,,0.2699,0.2443,0.2343,C,4,7,MN,Executive,Employed,2643,8500,0,15000,06-02-2012 0.00,Q1 2012,435.27,6606.19,1
2011-12-20 14:15:59.263000000,12,Completed,22-12-2012 0.00,0.28918,0.19,0.18,D,7,7,GA,Professional,Employed,0,15000,0,2000,22-12-2011 0.00,Q4 2011,184.31,212.51,9
2009-10-24 06:33:50.757000000,36,Completed,26-05-2013 0.00,0.37699,0.34,0.33,HR,2,3,CO,Truck Driver,Self-employed,0,4166.666667,0,2500,26-11-2010 0.00,Q4 2010,111.68,1556.89,56
2012-07-09 06:05:00.733000000,36,Current,,0.19921,0.1626,0.1526,B,8,1,WA,Police Officer/Correction Officer,Employed,0,4916.666667,0,10000,13-07-2012 0.00,Q3 2012,352.86,2037.83,124
2006-06-19 14:59:52.097000000,36,Completed,23-06-2009 0.00,0.21674,0.2075,0.2025,,,0,,,,,6666.666667,0,2000,23-06-2006 0.00,Q2 2006,51.12,712.21,12
2013-09-11 09:44:51.950000000,60,Current,,0.21935,0.195,0.185,C,6,1,VA,Civil Service,Employed,0,5750,0,20000,17-09-2013 0.00,Q3 2013,524.33,1590.7351,1
2012-02-20 09:53:23.573000000,36,Current,,0.24246,0.2049,0.1949,C,7,15,NV,Professional,Employed,51,5000,0,4500,27-02-2012 0.00,Q1 2012,168.36,1353.45,82
2013-04-19 13:34:26.563000000,36,Current,,0.26528,0.2272,0.2172,D,3,1,CA,Other,Employed,0,2583.333333,0,10000,17-05-2013 0.00,Q2 2013,385.64,1577.79,57
2011-06-30 07:10:55.167000000,12,Completed,27-09-2011 0.00,0.34105,0.2499,0.2399,D,6,6,MN,Professional,Employed,0,4333.333333,0,3000,06-07-2011 0.00,Q3 2011,285.12,159.34,49
2011-05-08 09:09:36.427000000,36,Completed,27-10-2011 0.00,0.32576,0.2899,0.2799,E,3,1,CA,Clerical,Full-time,160,3500,0,4500,18-05-2011 0.00,Q2 2011,188.55,560.45,29
2008-05-08 10:20:26.410000000,36,Completed,09-05-2011 0.00,0.14974,0.1355,0.1255,,,1,GA,Accountant/CPA,Full-time,0,2363.333333,0,10000,19-05-2008 0.00,Q2 2008,287.06,2345.73,210
2012-02-14 17:49:18.953000000,36,Completed,29-04-2013 0.00,0.35797,0.3177,0.3077,HR,5,19,NM,Executive,Employed,0,3750,0,4000,16-02-2012 0.00,Q1 2012,173.71,1285.74,2
2011-10-02 21:09:36.770000000,36,Current,,0.34887,0.3125,0.3025,HR,1,1,CA,Bus Driver,Full-time,0,4166.666667,0,4000,07-10-2011 0.00,Q4 2011,172.56,2129.51,52
2013-10-14 16:49:16.307000000,36,Current,,0.09534,0.0819,0.0719,AA,10,1,VA,Professional,Employed,0,6491.666667,0,9000,23-10-2013 0.00,Q4 2013,282.82,239.18,218
2006-07-08 15:30:26.510000000,36,Chargedoff,12-12-2007 0.00,0.25506,0.2475,0.2425,,,0,WA,Sales - Commission,Not available,,6917,2370,3500,13-07-2006 0.00,Q3 2006,138.7,906.04,27
2008-04-17 06:10:43.373000000,36,Completed,25-04-2011 0.00,0.30704,0.2835,0.2735,,,4,MI,Sales - Retail,Full-time,0,1583.333333,0,1545,25-04-2008 0.00,Q2 2008,0,1016.45,12
2007-04-25 19:19:24.050000000,36,Completed,19-06-2007 0.00,0.20735,0.2,0.185,,,0,IL,Sales - Retail,Full-time,0,1083.333333,0,16000,15-05-2007 0.00,Q2 2007,594.62,298.49,74
2008-08-28 14:13:26.207000000,36,Chargedoff,09-04-2010 0.00,0.37453,0.35,0.34,,,1,CA,Food Service,Full-time,0,1900,1553,1000,08-09-2008 0.00,Q3 2008,45.24,360.09,16
2007-01-19 17:36:39.063000000,36,Defaulted,29-08-2007 0.00,0.25802,0.239,0.204,,,0,ID,Skilled Labor,Not available,,3541.666667,238,1000,30-01-2007 0.00,Q1 2007,39.18,56.25,37
2010-02-21 19:00:01.490000000,36,Completed,05-08-2011 0.00,0.16005,0.1385,0.1285,B,8,7,OH,Computer Programmer,Full-time,0,6166.666667,0,4000,26-02-2010 0.00,Q1 2010,136.42,640.53,107
2008-07-23 21:09:47.293000000,36,Chargedoff,31-07-2010 0.00,0.37453,0.35,0.34,,,1,MI,Postal Service,Full-time,0,3333.333333,1440,3800,31-07-2008 0.00,Q3 2008,171.9,1773.11,39
2013-08-03 09:00:32.787000000,36,Current,,0.28032,0.2419,0.2319,D,2,2,WV,Other,Employed,0,4333.333333,0,3000,12-08-2013 0.00,Q3 2013,118,347.89,21
2013-12-05 11:24:29.240000000,36,Current,,0.17611,0.14,0.13,B,5,1,OH,Executive,Employed,0,11666.66667,0,25000,09-12-2013 0.00,Q4 2013,854.44,578.311,1
2007-01-08 17:29:03.203000000,36,Chargedoff,17-12-2009 0.00,0.17722,0.17,0.165,,,0,FL,Other,Not available,,2500,1667,5500,16-01-2007 0.00,Q1 2007,196.09,1504.65,48
2014-01-11 21:52:54.307000000,36,Current,,0.13836,0.1099,0.0999,A,7,1,PA,Nurse (LPN),Employed,0,3439.666667,0,10000,19-02-2014 0.00,Q1 2014,327.34,0,1
2013-08-09 07:38:35.093000000,60,Current,,0.14965,0.1269,0.1169,A,7,1,IL,Analyst,Employed,0,10833.33333,0,19000,21-08-2013 0.00,Q3 2013,429.3,1178.52,233
2013-05-09 09:42:40.380000000,60,Current,,0.23462,0.2099,0.1999,C,3,1,PA,Medical Technician,Employed,0,2916.666667,0,4000,20-05-2013 0.00,Q2 2013,108.19,609.9,15
2010-11-15 15:54:39.747000000,36,Defaulted,27-03-2012 0.00,0.2952,0.26,0.25,HR,6,1,MO,Other,Full-time,0,3163.333333,163,4000,26-11-2010 0.00,Q4 2010,161.16,852.99,91
2008-04-09 13:21:55.287000000,36,Completed,21-04-2011 0.00,0.13411,0.12,0.11,,,1,MI,Professional,Full-time,0,6833.333333,0,10000,21-04-2008 0.00,Q2 2008,329.89,1959.26,359
2011-05-30 16:02:39.963000000,36,Completed,15-08-2012 0.00,0.35643,0.3199,0.3099,E,5,3,CA,Other,Employed,0,6666.666667,0,7500,14-06-2011 0.00,Q2 2011,326.62,2411.23,114
2013-10-07 09:12:39.473000000,36,Current,,0.20626,0.1695,0.1595,C,8,1,WA,Engineer - Mechanical,Employed,0,2916.666667,0,7000,09-10-2013 0.00,Q4 2013,249.39,383.5993,1
2007-04-08 19:56:28.080000000,36,Completed,17-04-2010 0.00,0.10913,0.1022,0.0922,,,0,NC,Teacher,Full-time,0,4500,0,4800,17-04-2007 0.00,Q2 2007,137.61,796.45,172
2007-08-07 16:34:01.640000000,36,Chargedoff,16-06-2010 0.00,0.14197,0.1349,0.1249,,,0,OH,Tradesman - Plumber,Full-time,0,3541.666667,1484,5000,15-08-2007 0.00,Q3 2007,169.65,1062.93,58
2012-04-29 17:23:05.540000000,12,Completed,11-05-2013 0.00,0.31368,0.2343,0.2243,E,8,3,OK,Retail Management,Employed,0,6666.666667,0,4000,11-05-2012 0.00,Q2 2012,377.14,528.42,84
2007-01-26 21:27:45.327000000,36,Completed,08-02-2010 0.00,0.16717,0.16,0.155,,,0,,Professional,Not available,,11083.33333,0,25000,08-02-2007 0.00,Q1 2007,878.93,6627.44,232
2006-03-02 17:49:16.430000000,36,Completed,04-10-2006 0.00,0.09337,0.0865,0.0815,,,0,,,,,3000,0,3500,13-03-2006 0.00,Q1 2006,110.73,158.03,51
2012-07-30 19:16:35.933000000,60,Current,,0.23718,0.2124,0.2024,B,8,18,CO,Construction,Employed,0,3000,0,9000,07-08-2012 0.00,Q3 2012,244.7,2619.84,124
2014-01-25 12:44:29.337000000,60,Current,,0.24856,0.2235,0.2135,D,3,1,CA,Clerical,Employed,0,3500,0,7000,28-01-2014 0.00,Q1 2014,194.73,132.88,3
2011-07-06 13:53:21.627000000,36,Completed,04-01-2013 0.00,0.30532,0.2699,0.2599,D,5,7,CT,Professional,Self-employed,0,12500,0,7000,20-07-2011 0.00,Q3 2011,285.74,2296.63,31
2012-05-22 06:11:55.710000000,36,Defaulted,27-06-2013 0.00,0.22742,0.1902,0.1802,C,5,1,KS,Other,Employed,0,3631.166667,163,3000,25-05-2012 0.00,Q2 2012,110,354.84,54
2013-08-08 18:06:32.450000000,60,Current,,0.14453,0.1219,0.1119,A,7,1,NY,Other,Employed,0,3333.333333,0,10000,13-08-2013 0.00,Q3 2013,223.41,593.2103,1
2010-07-02 06:04:25.460000000,36,Completed,06-04-2012 0.00,0.11296,0.092,0.082,A,9,1,OK,Professional,Full-time,0,16666.66667,0,4700,12-07-2010 0.00,Q3 2010,149.9,562.17,135
2013-09-18 18:45:07.450000000,60,Current,,0.21576,0.1915,0.1815,C,6,7,PA,Computer Programmer,Employed,0,4200,0,15000,25-09-2013 0.00,Q3 2013,390.35,1125.5001,1
2008-08-31 20:19:33.923000000,36,Completed,04-05-2009 0.00,0.15512,0.148,0.138,,,7,WI,Other,Self-employed,0,5000,0,5000,10-09-2008 0.00,Q3 2008,172.84,441.4,123
2012-09-12 15:40:46.023000000,60,Completed,17-07-2013 0.00,0.23718,0.2124,0.2024,B,8,1,GA,Tradesman - Electrician,Employed,0,2916.666667,0,11000,21-09-2012 0.00,Q3 2012,299.07,1829.1,52
2013-04-20 16:01:29.307000000,60,Chargedoff,23-10-2013 0.00,0.32393,0.2969,0.2869,E,3,15,FL,Professional,Full-time,18536,4166.666667,260,4000,23-04-2013 0.00,Q2 2013,128.65,6.51,58
2013-08-19 15:05:56.923000000,36,Current,,0.15833,0.1299,0.1199,A,6,18,IL,Professional,Employed,0,8220.916667,0,15000,22-08-2013 0.00,Q3 2013,505.34,925.33,226
2007-07-05 07:41:05.603000000,36,Defaulted,13-12-2009 0.00,0.25517,0.24,0.22,,,0,WA,Administrative Assistant,Full-time,0,3988,565,1500,12-07-2007 0.00,Q3 2007,58.85,514.37,20
2008-09-14 10:07:05.953000000,36,Completed,31-12-2008 0.00,0.2148,0.2,0.19,,,7,DC,Executive,Full-time,0,8500,0,15000,26-09-2008 0.00,Q3 2008,557.45,457.87,568
2006-08-27 21:46:08.073000000,36,Completed,29-05-2007 0.00,0.29776,0.29,0.285,,,0,,Computer Programmer,Not available,,5533.333333,0,3001,01-09-2006 0.00,Q3 2006,125.76,595.83,20
2012-07-17 06:32:55.020000000,60,Current,,0.17849,0.1551,0.1451,A,9,1,MD,Other,Employed,0,4833.333333,0,15500,06-08-2012 0.00,Q3 2012,372.91,3249.34,58
2007-07-03 10:49:12.603000000,36,Chargedoff,11-01-2009 0.00,0.28545,0.27,0.26,,,0,,Other,Full-time,1103,6500,2007,3000,10-07-2007 0.00,Q3 2007,122.48,776.6,27
2006-12-13 16:18:03.820000000,36,Defaulted,21-08-2007 0.00,0.11696,0.11,0.095,,,0,VA,Bus Driver,Not available,,1166.666667,246,2500,22-12-2006 0.00,Q4 2006,81.85,85.78,1
2007-12-12 19:42:00.897000000,36,Completed,08-04-2008 0.00,0.09678,0.0899,0.0899,,,1,MN,Teacher,Full-time,0,3219.833333,0,8000,19-12-2007 0.00,Q4 2007,254.36,211.57,142
