userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
2142658,24,3,1989,7,female,31,1,1,53,19,51,19,2,0
1924038,22,4,1991,4,male,138,1,0,52,14,52,9,0,5
1408413,34,9,1979,5,male,97,1,1,52,105,52,105,0,0
1119925,15,13,1998,10,male,95,1,1,55,65,3,20,52,45
1466777,43,12,1970,8,male,69,1,1,54,0,51,0,3,0
1844604,18,8,1995,10,male,506,1,1,58,4,0,1,58,3
1571868,35,29,1978,11,female,893,1,1,58,7,31,7,27,0
1064208,25,4,1988,5,female,230,1,1,57,21,16,14,41,7
1712950,46,1,1967,1,male,478,1,0,58,9,56,5,2,4
2172128,38,12,1975,8,male,133,1,1,56,2,56,2,0,0
1270146,15,12,1998,8,female,392,1,1,59,23,59,12,0,11
1972868,23,17,1990,2,female,125,1,0,63,4,0,0,63,4
1706004,23,21,1990,3,male,31,1,0,61,2,0,0,61,2
1806565,32,11,1981,5,female,247,1,1,63,16,57,14,6,2
1098755,17,14,1996,1,female,60,1,1,61,30,61,26,0,4
1582384,14,14,1999,6,male,496,1,0,64,1,62,0,2,1
1462477,41,1,1972,6,male,2,1,1,64,0,54,0,10,0
2089581,35,21,1978,4,male,483,1,1,66,20,66,8,0,12
1312207,51,3,1962,3,male,122,1,1,74,14,0,0,74,14
1043140,25,8,1988,8,male,873,1,1,74,31,74,31,0,0
1885230,38,9,1975,9,male,129,1,1,77,67,0,0,77,67
1087134,31,31,1982,3,male,95,1,1,77,24,49,5,28,19
1042216,54,11,1959,11,male,9,1,0,78,76,0,0,78,76
1979743,32,13,1981,1,female,674,1,1,80,80,79,79,1,1
1503865,32,18,1981,4,male,336,1,1,83,0,0,0,83,0
1548968,29,26,1984,6,male,352,1,0,82,1,82,1,0,0
1567443,38,19,1975,4,male,30,1,0,83,8,83,5,0,3
1491249,25,6,1988,5,female,58,1,1,83,48,83,42,0,6
1198699,25,23,1988,7,female,215,1,1,85,1,83,1,2,0
1077923,25,1,1988,8,female,145,1,1,85,0,85,0,0,0
1817404,30,20,1983,3,male,61,1,0,90,10,0,0,90,10
1942151,32,19,1981,8,female,72,1,1,91,0,91,0,0,0
1496723,23,7,1990,3,male,184,1,0,94,0,0,0,94,0
1524162,37,3,1976,9,female,26,1,0,94,26,0,0,94,26
1653316,20,23,1993,6,female,347,1,1,102,5,78,3,24,2
2022368,59,3,1954,12,male,1092,1,1,113,1,1,0,112,1
1999300,23,26,1990,2,male,144,1,1,111,231,25,84,86,147
1709107,29,23,1984,12,male,5,1,1,110,11,110,10,0,1
1210718,22,3,1991,11,male,609,1,1,115,1,115,1,0,0
1796379,55,28,1958,4,male,550,1,1,123,135,0,2,123,133
1547753,55,12,1958,3,male,1416,1,1,121,112,45,62,76,50
1072822,24,9,1989,7,male,204,1,1,120,0,113,0,7,0
1997333,19,10,1994,9,male,377,1,1,127,1,127,0,0,1
1353461,48,23,1965,5,female,698,1,1,125,3,125,3,0,0
1384697,46,20,1967,3,male,226,1,0,132,34,0,3,132,31
2018658,56,11,1957,6,male,66,1,1,133,20,130,20,3,0
2048043,31,30,1982,3,female,55,1,1,137,89,62,69,75,20
1215822,17,13,1996,1,male,81,1,0,148,8,148,6,0,2
1805707,25,7,1988,6,female,192,1,1,165,7,165,5,0,2
2040144,22,5,1991,11,male,143,1,1,166,41,166,21,0,20
2181561,24,21,1989,2,female,410,1,1,194,16,1,4,193,12
1680121,54,3,1959,3,female,10,1,1,198,3,198,1,0,2
1402285,18,31,1995,12,male,205,1,1,210,45,5,6,205,39
1454461,19,9,1994,3,female,37,1,1,238,67,8,6,230,61
1228363,18,9,1995,9,female,15,1,0,237,114,237,108,0,6
1306240,23,1,1990,1,female,128,1,0,271,450,271,160,0,290
1072058,16,5,1997,12,male,26,1,1,323,3,42,0,281,3
1727513,43,15,1970,3,female,197,1,0,349,175,349,137,0,38
1537101,26,15,1987,10,female,76,1,1,389,28,389,27,0,1
2127908,13,23,2000,6,male,110,1,1,404,1,0,0,404,1
1058141,24,24,1989,10,male,316,1,1,422,458,422,397,0,61
1886839,25,15,1988,11,male,68,1,0,494,462,494,99,0,363
2168447,27,30,1986,1,female,32,1,0,532,55,500,42,32,13
1859150,58,18,1955,8,male,192,1,0,600,0,600,0,0,0
1765913,44,7,1969,10,female,35,1,1,677,340,142,266,535,74
2159954,106,15,1907,11,male,1031,1,1,1244,47,1237,31,7,16
1644207,19,12,1994,1,female,188,1,1,1427,25,1426,5,1,20
2164475,33,28,1980,3,male,71,1,0,1580,1326,0,679,1580,647
1006266,16,12,1997,7,female,213,1,1,5937,320,5704,122,233,198
1171479,17,29,1996,9,female,540,2,2,1,0,0,0,1,0
2019175,18,18,1995,3,male,69,2,2,1,0,0,0,1,0
1663444,18,14,1995,6,male,213,2,2,1,0,0,0,1,0
1970644,19,13,1994,6,female,342,2,2,1,0,0,0,1,0
1987349,20,16,1993,4,female,326,2,0,1,0,0,0,1,0
1733203,20,25,1993,5,male,187,2,2,1,0,0,0,1,0
1005258,23,1,1990,1,male,502,2,2,1,0,0,0,1,0
1476013,24,2,1989,2,female,19,2,2,1,0,0,0,1,0
1637229,24,10,1989,5,male,153,2,2,1,0,0,0,1,0
1029200,24,8,1989,6,male,809,2,0,1,0,0,0,1,0
1206441,24,9,1989,8,male,823,2,2,1,0,0,0,1,0
1803593,24,19,1989,10,male,948,2,2,1,0,0,0,1,0
1430111,26,15,1987,1,male,27,2,2,1,0,0,0,1,0
1555461,26,7,1987,5,male,445,2,2,1,0,0,0,1,0
1657600,28,7,1985,12,male,101,2,2,1,0,0,0,1,0
2123069,28,2,1985,5,male,625,2,1,1,0,0,0,1,0
1956889,29,12,1984,5,female,194,2,2,1,0,0,0,1,0
1857302,31,18,1982,12,female,366,2,0,1,0,0,0,1,0
1941693,31,15,1982,5,male,349,2,1,1,0,0,0,1,0
1113303,33,1,1980,1,male,76,2,2,1,0,0,0,1,0
1544652,35,4,1978,10,male,332,2,2,1,0,0,0,1,0
1715248,40,1,1973,1,male,282,2,0,1,0,0,0,1,0
1646943,43,26,1970,12,male,331,2,1,1,0,0,0,1,0
2159426,42,9,1971,10,male,381,2,2,1,0,0,0,1,0
1209573,47,1,1966,1,male,128,2,0,1,0,0,0,1,0
1203482,48,10,1965,2,male,126,2,2,1,0,0,0,1,0
1121526,51,4,1962,11,male,433,2,1,1,0,0,0,1,0
1826703,57,7,1956,4,male,314,2,1,1,0,0,0,1,0
1841852,62,15,1951,6,female,1826,2,0,1,0,0,0,1,0
1173854,64,8,1949,11,male,552,2,0,1,0,0,0,1,0
1779988,66,19,1947,7,female,422,2,0,1,0,0,0,1,0
1176985,20,15,1993,4,male,286,2,1,1,1,0,0,1,1
1867918,23,18,1990,10,male,82,2,2,1,1,0,0,1,1
1261112,27,26,1986,2,male,352,2,2,1,1,0,0,1,1
1072750,46,22,1967,11,female,289,2,1,1,1,0,0,1,1
1428132,56,3,1957,11,male,93,2,1,1,1,0,0,1,1
1764571,60,23,1953,8,female,671,2,1,1,1,0,0,1,1
1092436,68,3,1945,2,male,1144,2,0,1,1,0,1,1,0
1104009,103,17,1910,9,female,96,2,1,1,1,0,0,1,1
1225354,108,9,1905,7,female,39,2,2,1,1,0,0,1,1
1278911,15,16,1998,7,male,327,2,2,1,2,0,0,1,2
1853771,29,15,1984,2,male,3,2,2,1,2,0,0,1,2
1696204,34,24,1979,12,male,78,2,2,1,4,0,1,1,3
1335924,41,15,1972,6,female,319,2,2,1,2,0,0,1,2
1128100,43,15,1970,4,male,158,2,1,1,2,0,2,1,0
1203475,52,22,1961,7,female,273,2,2,1,2,0,0,1,2
1064550,13,7,2000,8,male,26,2,2,1,0,1,0,0,0
1002679,15,12,1998,11,male,9,2,2,1,0,1,0,0,0
1825027,16,19,1997,11,male,9,2,1,1,0,1,0,0,0
1265259,16,24,1997,12,female,314,2,1,1,0,1,0,0,0
1593837,20,14,1993,11,male,338,2,1,1,0,1,0,0,0
1875072,19,1,1994,1,male,405,2,2,1,0,1,0,0,0
1719333,19,28,1994,8,male,427,2,2,1,0,1,0,0,0
1331021,20,6,1993,1,male,176,2,2,1,0,1,0,0,0
2072418,20,1,1993,1,male,756,2,0,1,0,1,0,0,0
1171802,20,28,1993,8,male,611,2,0,1,0,1,0,0,0
1574569,21,21,1992,3,female,670,2,1,1,0,1,0,0,0
2191589,21,16,1992,4,male,98,2,2,1,0,1,0,0,0
1632047,23,6,1990,12,male,649,2,2,1,0,1,0,0,0
1745088,22,3,1991,2,female,35,2,2,1,0,1,0,0,0
2048950,22,10,1991,10,male,625,2,2,1,0,1,0,0,0
1508883,24,17,1989,11,male,432,2,2,1,0,1,0,0,0
1174906,23,1,1990,7,male,4,2,2,1,0,1,0,0,0
1862410,24,1,1989,1,male,5,2,2,1,0,1,0,0,0
1760310,24,22,1989,7,male,262,2,1,1,0,1,0,0,0
1993898,24,27,1989,9,female,639,2,1,1,0,1,0,0,0
1491106,25,25,1988,1,male,10,2,2,1,0,1,0,0,0
1579654,25,28,1988,2,male,421,2,2,1,0,1,0,0,0
1252199,25,21,1988,4,male,98,2,2,1,0,1,0,0,0
1578989,27,30,1986,5,male,7,2,2,1,0,1,0,0,0
1691217,29,5,1984,11,male,712,2,1,1,0,1,0,0,0
1508478,28,18,1985,2,male,102,2,2,1,0,1,0,0,0
1051759,28,30,1985,5,male,431,2,2,1,0,1,0,0,0
1637763,29,25,1984,1,female,277,2,1,1,0,1,0,0,0
1625868,29,31,1984,8,female,280,2,0,1,0,1,0,0,0
1420100,31,12,1982,5,male,126,2,1,1,0,1,0,0,0
1847342,33,22,1980,12,male,51,2,2,1,0,1,0,0,0
1254837,32,13,1981,5,male,420,2,2,1,0,1,0,0,0
1487215,33,1,1980,1,male,322,2,2,1,0,1,0,0,0
1280237,33,2,1980,2,male,453,2,2,1,0,1,0,0,0
1655349,33,6,1980,6,male,109,2,2,1,0,1,0,0,0
1131730,34,23,1979,9,male,388,2,1,1,0,1,0,0,0
2125877,37,18,1976,12,male,89,2,1,1,0,1,0,0,0
1364332,36,18,1977,7,male,164,2,1,1,0,1,0,0,0
2157049,36,18,1977,9,male,271,2,2,1,0,1,0,0,0
2039746,37,25,1976,9,female,650,2,1,1,0,1,0,0,0
1089771,37,1,1976,10,male,430,2,1,1,0,1,0,0,0
1539444,38,26,1975,3,male,61,2,2,1,0,1,0,0,0
1847691,39,18,1974,6,female,269,2,0,1,0,1,0,0,0
1923771,40,3,1973,8,female,387,2,1,1,0,1,0,0,0
2031316,43,3,1970,1,male,30,2,2,1,0,1,0,0,0
1540382,43,16,1970,9,female,134,2,1,1,0,1,0,0,0
1502715,43,10,1970,9,female,63,2,2,1,0,1,0,0,0
1953361,44,9,1969,3,male,113,2,2,1,0,1,0,0,0
1323507,44,11,1969,9,male,7,2,2,1,0,1,0,0,0
1097163,45,1,1968,1,male,221,2,2,1,0,1,0,0,0
2182370,46,13,1967,1,male,598,2,0,1,0,1,0,0,0
1482041,46,1,1967,10,female,1496,2,2,1,0,1,0,0,0
1744412,50,1,1963,9,male,1441,2,1,1,0,1,0,0,0
1600039,51,2,1962,2,male,190,2,2,1,0,1,0,0,0
1945982,51,25,1962,2,male,141,2,1,1,0,1,0,0,0
1247080,60,18,1953,12,male,65,2,1,1,0,1,0,0,0
1868227,61,22,1952,6,male,1139,2,0,1,0,1,0,0,0
1376354,67,12,1946,7,male,1,2,2,1,0,1,0,0,0
1827004,17,7,1996,10,male,15,2,2,1,1,1,1,0,0
1137853,20,15,1993,1,male,21,2,1,1,1,1,0,0,1
1073434,20,8,1993,8,female,22,2,2,1,1,1,1,0,0
1700505,21,28,1992,3,male,129,2,2,1,1,1,1,0,0
1190856,22,25,1991,8,male,1,2,2,1,1,1,1,0,0
1309248,23,18,1990,9,male,373,2,2,1,1,1,0,0,1
1671056,24,10,1989,10,male,2,2,2,1,1,1,1,0,0
2040354,25,1,1988,1,male,184,2,1,1,1,1,1,0,0
1497897,27,16,1986,2,male,3,2,2,1,1,1,1,0,0
1636111,28,29,1985,4,male,542,2,1,1,1,1,1,0,0
2151401,31,1,1982,1,female,310,2,2,1,1,1,0,0,1
1746934,39,2,1974,12,male,206,2,1,1,1,1,1,0,0
2175095,41,9,1972,8,male,527,2,2,1,1,1,1,0,0
1597590,13,23,2000,8,female,29,2,2,1,2,1,1,0,1
1372453,20,1,1993,1,male,82,2,2,1,3,1,3,0,0
1164317,40,1,1973,6,female,270,2,0,1,11,1,11,0,0
1597029,50,26,1963,12,male,91,2,1,1,2,1,2,0,0
1506486,14,1,1999,1,female,170,2,1,2,0,0,0,2,0
1864070,23,20,1990,6,male,34,2,1,2,0,0,0,2,0
1482418,24,12,1989,6,male,292,2,2,2,0,0,0,2,0
1540009,27,22,1986,6,male,27,2,2,2,0,0,0,2,0
1818096,32,26,1981,9,male,39,2,2,2,0,0,0,2,0
1506678,50,1,1963,5,female,938,2,1,2,0,0,0,2,0
1542356,18,9,1995,8,male,23,2,2,2,1,0,0,2,1
2101322,21,10,1992,10,male,67,2,1,2,1,0,1,2,0
1633729,26,6,1987,3,male,571,2,1,2,1,0,0,2,1
1777036,47,9,1966,2,male,881,2,2,2,1,0,0,2,1
1160115,57,15,1956,9,male,655,2,2,2,1,0,1,2,0
1634266,27,17,1986,11,female,346,2,2,2,2,0,0,2,2
1893767,27,17,1986,11,male,281,2,2,2,2,0,2,2,0
2079200,32,26,1981,4,male,318,2,1,2,15,0,0,2,15
1666878,47,13,1966,3,male,424,2,2,2,3,0,1,2,2
1267551,57,26,1956,2,male,148,2,2,2,3,0,0,2,3
2193187,59,11,1954,3,male,1353,2,2,2,4,0,4,2,0
1389776,39,25,1974,4,male,322,2,2,2,1,1,0,1,1
1541396,26,14,1987,10,male,26,2,1,2,2,1,1,1,1
2049076,108,23,1905,10,female,66,2,2,2,3,1,1,1,2
2070537,19,31,1994,12,male,15,2,1,2,0,2,0,0,0
1039829,18,1,1995,1,female,124,2,1,2,0,2,0,0,0
1773497,21,15,1992,12,male,261,2,1,2,0,2,0,0,0
1053097,23,11,1990,11,female,227,2,1,2,0,2,0,0,0
2089629,22,15,1991,5,female,269,2,2,2,0,2,0,0,0
1905258,24,3,1989,5,female,27,2,2,2,0,2,0,0,0
1134741,25,16,1988,6,male,45,2,2,2,0,2,0,0,0
1304860,27,28,1986,8,female,351,2,2,2,0,2,0,0,0
1857714,32,5,1981,4,female,169,2,1,2,0,2,0,0,0
1614609,36,16,1977,4,male,72,2,2,2,0,2,0,0,0
2077184,52,16,1961,11,female,767,2,1,2,0,2,0,0,0
1953089,52,1,1961,5,female,180,2,2,2,0,2,0,0,0
1967634,53,27,1960,8,female,451,2,2,2,0,2,0,0,0
1484348,57,11,1956,12,female,377,2,1,2,0,2,0,0,0
1770505,57,29,1956,9,male,55,2,2,2,0,2,0,0,0
2062526,16,8,1997,8,male,335,2,2,2,1,2,1,0,0
1665396,25,1,1988,1,male,15,2,1,2,1,2,1,0,0
1414891,26,1,1987,1,male,606,2,2,2,1,2,1,0,0
1242367,30,19,1983,5,male,491,2,0,2,1,2,0,0,1
1239521,33,20,1980,1,male,809,2,2,2,1,2,1,0,0
1128739,33,4,1980,7,female,249,2,2,2,1,2,1,0,0
1872068,35,28,1978,12,male,19,2,2,2,1,2,0,0,1
1288216,43,25,1970,8,male,348,2,2,2,1,2,1,0,0
1094397,61,1,1952,1,male,47,2,2,2,1,2,1,0,0
2137505,19,10,1994,11,male,54,2,2,2,2,2,2,0,0
1017235,22,8,1991,11,male,98,2,2,2,2,2,0,0,2
2011926,19,2,1994,2,female,52,2,1,2,4,2,0,0,4
1521902,19,19,1994,3,female,411,2,2,2,3,2,3,0,0
2122611,33,1,1980,2,male,115,2,1,2,20,2,2,0,18
1550297,36,1,1977,1,male,18,2,1,2,5,2,5,0,0
1260457,52,8,1961,8,male,482,2,1,3,0,0,0,3,0
2159722,64,20,1949,9,female,497,2,1,3,0,0,0,3,0
1988756,39,26,1974,8,male,630,2,1,3,1,0,0,3,1
1268897,62,25,1951,6,male,450,2,2,3,4,0,2,3,2
1491468,41,22,1972,2,female,68,2,1,3,14,0,4,3,10
1502809,48,23,1965,3,female,451,2,2,3,0,2,0,1,0
1671551,59,15,1954,12,male,1029,2,1,3,0,2,0,1,0
1813918,15,1,1998,5,female,15,2,1,3,0,3,0,0,0
1734264,18,20,1995,6,male,145,2,2,3,0,3,0,0,0
1560818,25,1,1988,1,male,176,2,2,3,0,3,0,0,0
1849137,25,1,1988,1,female,9,2,2,3,0,3,0,0,0
1243122,25,15,1988,4,male,20,2,2,3,0,3,0,0,0
2052158,27,24,1986,11,male,287,2,1,3,0,3,0,0,0
2098579,28,24,1985,3,male,14,2,2,3,0,3,0,0,0
1175787,28,20,1985,5,female,379,2,2,3,0,3,0,0,0
1509642,35,6,1978,12,female,203,2,1,3,0,3,0,0,0
1470153,35,31,1978,1,male,77,2,2,3,0,3,0,0,0
1879934,37,1,1976,2,male,316,2,2,3,0,3,0,0,0
1342296,34,17,1979,3,female,264,2,1,3,1,3,1,0,0
1660033,67,29,1946,10,female,235,2,2,3,1,3,1,0,0
1039090,34,9,1979,4,female,8,2,2,3,3,3,3,0,0
1572151,40,21,1973,8,female,1240,2,2,3,2,3,0,0,2
1146165,19,20,1994,7,male,408,2,1,3,12,3,6,0,6
1855290,21,19,1992,12,male,71,2,2,3,7,3,7,0,0
1126162,29,24,1984,3,male,227,2,2,3,8,3,4,0,4
1043052,43,1,1970,1,male,342,2,0,4,0,0,0,4,0
1664722,56,29,1957,12,male,1734,2,0,4,0,0,0,4,0
1487587,17,10,1996,8,male,3,2,2,4,2,0,1,4,1
1201322,22,29,1991,7,male,371,2,2,4,2,0,0,4,2
2124970,16,16,1997,12,male,17,2,1,4,3,0,1,4,2
2079119,23,20,1990,7,male,24,2,2,4,10,0,5,4,5
1737848,41,15,1972,7,male,52,2,2,4,10,0,2,4,8
1667170,15,26,1998,1,female,238,2,2,4,0,2,0,2,0
1378833,29,27,1984,1,male,20,2,2,4,0,1,0,3,0
2133775,60,24,1953,2,female,7,2,2,4,8,1,6,3,2
1295583,19,22,1994,8,female,166,2,0,4,1,3,1,1,0
1849233,19,1,1994,1,male,367,2,1,4,0,4,0,0,0
2084645,31,11,1982,9,female,199,2,2,4,0,4,0,0,0
1145002,31,11,1982,10,male,33,2,2,4,0,4,0,0,0
1281166,39,24,1974,4,female,162,2,2,4,0,4,0,0,0
1405917,49,14,1964,2,female,923,2,1,4,0,4,0,0,0
1571341,35,20,1978,9,female,49,2,1,4,2,4,0,0,2
1748408,51,7,1962,3,female,84,2,2,4,2,4,2,0,0
2163263,18,6,1995,10,male,55,2,1,4,3,4,3,0,0
2146747,22,28,1991,8,female,222,2,2,4,4,4,4,0,0
1505056,28,3,1985,11,female,419,2,2,4,5,4,3,0,2
1180101,41,6,1972,5,male,534,2,2,4,4,4,3,0,1
1107996,28,3,1985,9,female,8,2,2,4,8,4,8,0,0
1217014,16,9,1997,2,female,688,2,0,5,0,0,0,5,0
1951138,18,15,1995,11,male,112,2,2,5,0,0,0,5,0
1240165,33,22,1980,3,male,78,2,1,5,0,0,0,5,0
1944505,43,7,1970,6,male,823,2,0,5,2,0,0,5,2
2060166,47,21,1966,6,female,384,2,2,5,1,0,0,5,1
2141947,53,4,1960,1,male,166,2,0,5,5,0,0,5,5
1610560,56,1,1957,4,male,374,2,1,5,98,0,46,5,52
1675555,25,10,1988,5,male,453,2,1,5,0,1,0,4,0
2109937,14,2,1999,4,male,290,2,1,5,0,5,0,0,0
2151483,23,9,1990,5,male,4,2,2,5,0,5,0,0,0
1516816,26,1,1987,1,male,254,2,2,5,0,5,0,0,0
1128695,38,3,1975,10,male,527,2,2,5,0,5,0,0,0
1450747,19,13,1994,2,male,316,2,0,5,2,5,2,0,0
2179001,36,13,1977,11,female,22,2,2,5,1,5,1,0,0
1921931,43,20,1970,2,male,1207,2,1,5,2,5,2,0,0
1227458,58,15,1955,3,male,293,2,2,5,1,5,0,0,1
1581202,21,8,1992,11,female,23,2,2,5,79,5,56,0,23
1724538,23,11,1990,5,female,249,2,2,5,10,5,7,0,3
1325732,50,26,1963,2,male,343,2,2,6,0,0,0,6,0
1378861,20,12,1993,4,male,338,2,2,6,1,0,0,6,1
2101914,108,1,1905,1,male,99,2,2,6,2,0,0,6,2
1701175,23,28,1990,2,male,61,2,1,6,7,0,3,6,4
1887346,28,2,1985,2,male,175,2,1,6,18,0,3,6,15
1524795,13,1,2000,1,male,10,2,2,6,3,6,1,0,2
1616468,24,18,1989,3,female,285,2,1,7,1,0,0,7,1
1865492,25,6,1988,2,male,149,2,1,7,1,0,1,7,0
1980122,30,7,1983,4,male,148,2,2,7,14,0,12,7,2
1163454,31,10,1982,3,female,370,2,2,7,0,5,0,2,0
1204427,22,5,1991,5,male,469,2,2,7,0,7,0,0,0
1243158,25,1,1988,1,female,24,2,2,7,0,7,0,0,0
2111067,25,31,1988,3,female,175,2,1,7,1,7,1,0,0
1996093,32,9,1981,2,male,35,2,2,7,0,7,0,0,0
1615903,36,23,1977,8,male,156,2,1,7,0,7,0,0,0
1671088,21,25,1992,5,male,35,2,1,7,2,7,2,0,0
2067953,26,1,1987,1,male,457,2,0,7,4,7,4,0,0
1667658,35,3,1978,3,female,120,2,2,7,3,7,3,0,0
1303147,44,8,1969,8,female,0,2,2,7,4,7,4,0,0
1043045,16,8,1997,7,male,19,2,1,7,9,7,9,0,0
1409281,25,1,1988,1,male,24,2,2,7,8,7,7,0,1
1664690,31,12,1982,9,female,136,2,1,7,10,7,5,0,5
1332766,19,3,1994,3,female,91,2,1,8,0,0,0,8,0
1604982,67,2,1946,2,female,37,2,2,8,51,0,12,8,39
1531579,53,17,1960,12,male,582,2,2,8,6,6,4,2,2
1844205,21,28,1992,2,female,305,2,1,8,0,8,0,0,0
1224967,28,17,1985,6,male,521,2,2,8,1,8,1,0,0
1882335,61,27,1952,10,male,259,2,2,8,0,8,0,0,0
1643652,15,1,1998,6,female,21,2,2,9,6,0,5,9,1
2164049,24,6,1989,3,male,117,2,2,9,8,0,2,9,6
1667741,17,18,1996,12,male,259,2,1,9,1,9,0,0,1
1152380,26,27,1987,4,female,95,2,0,9,0,9,0,0,0
1948094,31,14,1982,6,male,56,2,1,9,0,9,0,0,0
1181623,24,6,1989,4,male,43,2,0,9,7,9,7,0,0
1340858,16,6,1997,12,male,223,2,2,10,0,0,0,10,0
1550188,19,25,1994,5,male,12,2,1,10,0,0,0,10,0
1660245,25,16,1988,10,female,237,2,2,10,0,0,0,10,0
1332203,49,6,1964,12,male,176,2,2,10,0,0,0,10,0
2130697,26,24,1987,9,male,559,2,1,10,0,9,0,1,0
2036251,18,12,1995,12,male,284,2,2,10,1,10,1,0,0
2039336,20,26,1993,3,male,142,2,2,10,0,10,0,0,0
1003191,25,8,1988,8,male,576,2,2,10,0,10,0,0,0
2098185,41,15,1972,2,female,572,2,0,10,1,10,1,0,0
1554216,20,8,1993,7,male,491,2,1,10,2,10,2,0,0
1240288,21,13,1992,6,female,73,2,1,10,7,10,5,0,2
1969110,60,1,1953,4,male,78,2,0,10,9,10,9,0,0
2046181,27,6,1986,3,male,491,2,1,11,1,1,0,10,1
1452920,16,13,1997,1,female,3,2,1,11,5,0,1,11,4
1742914,23,23,1990,3,male,48,2,2,11,3,6,3,5,0
1253697,25,29,1988,3,female,69,2,2,11,1,11,1,0,0
1900025,28,14,1985,11,male,27,2,2,12,4,0,0,12,4
1036416,64,25,1949,10,female,167,2,2,12,2,0,2,12,0
1359925,29,23,1984,11,male,702,2,2,12,8,0,2,12,6
1305656,59,2,1954,12,female,102,2,1,12,14,0,12,12,2
1845583,23,25,1990,8,male,495,2,1,12,21,0,2,12,19
1753118,15,5,1998,4,female,217,2,2,12,1,12,0,0,1
1277002,23,8,1990,5,male,236,2,2,12,0,12,0,0,0
1074715,25,18,1988,4,male,186,2,1,12,4,12,0,0,4
1359336,27,7,1986,1,female,264,2,2,12,2,12,0,0,2
1862137,38,18,1975,1,male,234,2,1,13,2,0,0,13,2
2158942,38,28,1975,7,female,1198,2,2,13,0,1,0,12,0
1611792,67,3,1946,2,female,201,2,2,13,3,1,2,12,1
1461974,19,6,1994,4,female,338,2,1,13,1,10,1,3,0
1285511,23,12,1990,11,female,247,2,1,13,1,13,1,0,0
2045882,25,22,1988,2,male,12,2,2,13,1,13,1,0,0
2042034,26,1,1987,1,female,429,2,0,13,0,13,0,0,0
1450302,28,15,1985,9,male,251,2,1,13,0,13,0,0,0
2021362,27,19,1986,4,male,288,2,2,13,6,13,6,0,0
1767799,35,20,1978,9,male,728,2,2,14,0,0,0,14,0
1353062,40,17,1973,3,male,246,2,0,14,0,0,0,14,0
1019382,108,1,1905,1,male,157,2,2,14,4,2,4,12,0
1319453,23,1,1990,1,female,112,2,1,14,9,0,0,14,9
1146508,25,6,1988,4,female,633,2,1,14,0,7,0,7,0
1706860,29,6,1984,4,female,258,2,2,14,0,13,0,1,0
1369595,25,1,1988,1,male,43,2,2,14,0,14,0,0,0
1889368,19,27,1994,12,male,482,2,1,15,2,0,2,15,0
1830243,48,23,1965,3,male,16,2,2,15,25,13,17,2,8
1604634,38,17,1975,1,male,357,2,1,15,1,15,1,0,0
2047581,30,3,1983,3,male,1414,2,1,16,4,15,3,1,1
1828088,16,19,1997,2,female,151,2,2,16,0,16,0,0,0
1279285,26,18,1987,11,male,714,2,1,16,0,16,0,0,0
1057536,26,1,1987,1,female,92,2,1,16,7,16,5,0,2
1578409,17,4,1996,3,female,659,2,1,16,24,16,7,0,17
1949704,23,18,1990,10,female,70,2,1,17,0,0,0,17,0
1442893,24,23,1989,4,male,40,2,1,17,1,11,0,6,1
1361559,19,13,1994,7,male,31,2,2,17,0,16,0,1,0
1509751,23,1,1990,2,male,89,2,1,17,0,13,0,4,0
1556065,35,5,1978,9,male,165,2,2,18,2,15,2,3,0
2139438,28,18,1985,2,male,156,2,2,18,21,17,14,1,7
1833811,34,8,1979,3,female,170,2,2,18,8,18,7,0,1
1756020,30,29,1983,3,male,91,2,1,19,2,0,2,19,0
1403564,18,5,1995,3,female,516,2,1,19,10,0,1,19,9
1575892,22,28,1991,4,male,260,2,1,19,9,0,2,19,7
1384279,33,21,1980,8,female,37,2,2,21,4,6,2,15,2
1716917,31,7,1982,7,male,23,2,2,21,23,20,21,1,2
1913941,32,1,1981,2,male,671,2,2,21,0,21,0,0,0
1898166,20,5,1993,9,male,624,2,2,21,8,21,8,0,0
1789305,38,27,1975,7,male,304,2,2,22,3,0,1,22,2
2110146,49,28,1964,5,female,218,2,2,22,2,0,0,22,2
2074704,14,3,1999,5,female,140,2,2,23,10,21,4,2,6
1290000,23,14,1990,2,male,343,2,0,23,0,23,0,0,0
1563231,23,5,1990,2,female,589,2,1,23,12,23,11,0,1
1829273,40,12,1973,9,male,616,2,2,24,0,2,0,22,0
1717556,26,15,1987,2,female,926,2,1,24,11,24,11,0,0
1458467,23,16,1990,4,female,38,2,1,25,2,10,2,15,0
1455119,26,1,1987,1,female,634,2,1,25,0,25,0,0,0
2008380,37,17,1976,11,male,91,2,1,26,4,0,0,26,4
1830053,56,1,1957,5,male,75,2,2,26,2,0,1,26,1
1931007,73,2,1940,2,female,216,2,0,26,4,26,4,0,0
1265927,25,8,1988,1,female,23,2,1,26,237,26,184,0,53
2123807,17,16,1996,2,female,450,2,2,27,2,17,2,10,0
1941984,23,17,1990,2,male,38,2,2,27,0,27,0,0,0
1655774,19,25,1994,9,male,1,2,2,28,0,0,0,28,0
2116093,39,7,1974,4,female,52,2,1,28,6,0,1,28,5
1902466,26,1,1987,1,male,47,2,2,28,1,19,0,9,1
